sku,date,qty,unit_price
20724,2011-02-28,39.0,0.85
20724,2011-03-01,100.0,0.72
20724,2011-03-02,20.0,0.85
20724,2011-03-03,15.0,0.85
20724,2011-03-04,22.0,0.85
20724,2011-03-06,17.0,0.85
20724,2011-03-07,81.0,1.63
20724,2011-03-08,19.0,0.85
20724,2011-03-09,26.0,0.85
20724,2011-03-10,113.0,0.85
20724,2011-03-11,55.0,1.63
20724,2011-03-13,2.0,0.85
20724,2011-03-14,5.0,0.85
20724,2011-03-15,55.0,0.85
20724,2011-03-17,66.0,0.85
20724,2011-03-18,36.0,2.46
20724,2011-03-21,36.0,0.85
20724,2011-03-22,148.0,1.63
20724,2011-03-23,20.0,0.85
20724,2011-03-25,40.0,0.85
20724,2011-03-28,6.0,1.63
20724,2011-03-29,278.0,1.63
20724,2011-03-30,20.0,0.85
20724,2011-03-31,58.0,0.85
20724,2011-04-01,10.0,0.85
20724,2011-04-04,33.0,0.85
20724,2011-04-05,3.0,0.85
20724,2011-04-06,62.0,2.46
20724,2011-04-07,26.0,0.85
20724,2011-04-08,21.0,1.63
20724,2011-04-10,13.0,0.85
20724,2011-04-11,48.0,0.85
20724,2011-04-12,10.0,0.85
20724,2011-04-14,108.0,0.85
20724,2011-04-15,83.0,0.85
20724,2011-04-17,2.0,0.85
20724,2011-04-18,41.0,0.85
20724,2011-04-19,30.0,0.85
20724,2011-04-20,42.0,2.46
20724,2011-04-21,61.0,0.85
20724,2011-04-26,36.0,1.63
20724,2011-04-27,67.0,0.85
20724,2011-04-28,12.0,0.85
20724,2011-05-03,68.0,1.63
20724,2011-05-04,12.0,0.85
20724,2011-05-05,21.0,0.85
20724,2011-05-06,15.0,1.63
20724,2011-05-08,5.0,0.85
20724,2011-05-09,112.0,1.63
20724,2011-05-10,95.0,0.85
20724,2011-05-11,1.0,1.63
20724,2011-05-12,20.0,0.85
20724,2011-05-13,32.0,2.46
20724,2011-05-16,52.0,1.63
20724,2011-05-17,44.0,0.85
20724,2011-05-18,20.0,0.85
20724,2011-05-19,12.0,0.85
20724,2011-05-20,31.0,0.85
20724,2011-05-22,33.0,0.85
20724,2011-05-23,14.0,0.85
20724,2011-05-24,10.0,0.85
20724,2011-05-25,16.0,0.85
20724,2011-05-26,16.0,0.85
20724,2011-05-27,73.0,2.46
20724,2011-05-29,17.0,0.85
20724,2011-05-31,41.0,0.85
20724,2011-06-01,4.0,1.63
20724,2011-06-03,22.0,0.85
20724,2011-06-05,37.0,0.85
20724,2011-06-07,142.0,0.85
20724,2011-06-08,84.0,1.63
20724,2011-06-09,11.0,1.63
20724,2011-06-10,51.0,0.85
20724,2011-06-12,106.0,0.85
20724,2011-06-14,37.0,0.85
20724,2011-06-15,20.0,0.85
20724,2011-06-16,22.0,1.63
20724,2011-06-17,38.0,0.85
20724,2011-06-19,2.0,0.85
20724,2011-06-20,8.0,1.63
20724,2011-06-21,44.0,0.85
20724,2011-06-22,20.0,0.85
20724,2011-06-23,18.0,0.85
20724,2011-06-24,212.0,0.85
20724,2011-06-26,6.0,0.85
20724,2011-06-27,9.0,0.85
20724,2011-06-28,83.0,0.85
20724,2011-06-29,112.0,0.85
20724,2011-06-30,14.0,0.85
20724,2011-07-01,30.0,0.85
20724,2011-07-03,20.0,0.85
20724,2011-07-04,16.0,1.63
20724,2011-07-05,105.0,0.85
20724,2011-07-06,13.0,1.63
20724,2011-07-07,26.0,0.85
20724,2011-07-08,54.0,2.46
20724,2011-07-10,1.0,0.85
20724,2011-07-11,11.0,1.63
20724,2011-07-12,31.0,1.63
20724,2011-07-13,25.0,0.85
20724,2011-07-14,26.0,0.85
20724,2011-07-15,1.0,1.63
20724,2011-07-17,2.0,0.85
20724,2011-07-18,6.0,1.63
20724,2011-07-19,27.0,0.85
20724,2011-07-20,116.0,0.85
20724,2011-07-22,49.0,1.63
20724,2011-07-24,111.0,0.85
20724,2011-07-25,122.0,1.63
20724,2011-07-26,51.0,0.85
20724,2011-07-27,52.0,0.85
20724,2011-07-28,17.0,0.85
20724,2011-07-29,30.0,0.85
20724,2011-07-31,14.0,0.85
20724,2011-08-01,10.0,0.85
20724,2011-08-02,129.0,0.85
20724,2011-08-03,2.0,1.63
20724,2011-08-04,278.0,0.85
20724,2011-08-05,40.0,0.85
20724,2011-08-07,26.0,0.85
20724,2011-08-08,40.0,0.85
20724,2011-08-09,31.0,0.85
20724,2011-08-10,134.0,0.85
20724,2011-08-11,10.0,0.85
20724,2011-08-14,10.0,0.85
20724,2011-08-16,58.0,2.46
20724,2011-08-17,3.0,0.85
20724,2011-08-18,100.0,0.85
20724,2011-08-19,40.0,0.85
20724,2011-08-22,40.0,0.85
20724,2011-08-23,16.0,0.85
20724,2011-08-24,224.0,0.85
20724,2011-08-25,25.0,0.85
20724,2011-08-26,47.0,0.85
20724,2011-08-30,27.0,1.63
20724,2011-08-31,2.0,1.63
20724,2011-09-01,6.0,0.85
20724,2011-09-02,50.0,1.63
20724,2011-09-04,15.0,0.85
20724,2011-09-05,51.0,0.85
20724,2011-09-06,47.0,2.46
20724,2011-09-07,110.0,1.63
20724,2011-09-08,42.0,0.85
20724,2011-09-09,94.0,0.85
20724,2011-09-11,206.0,0.85
20724,2011-09-12,40.0,0.85
20724,2011-09-13,66.0,0.85
20724,2011-09-14,106.0,0.85
20724,2011-09-15,65.0,0.85
20724,2011-09-16,48.0,2.46
20724,2011-09-18,30.0,0.85
20724,2011-09-19,25.0,0.85
20724,2011-09-20,55.0,0.85
20724,2011-09-21,117.0,1.63
20724,2011-09-22,40.0,0.85
20724,2011-09-23,57.0,1.63
20724,2011-09-25,20.0,0.85
20724,2011-09-26,30.0,0.85
20724,2011-09-27,63.0,1.63
20724,2011-09-28,48.0,0.85
20724,2011-09-29,46.0,0.85
20724,2011-09-30,2.0,1.63
20724,2011-10-02,27.0,0.85
20724,2011-10-03,34.0,0.85
20724,2011-10-04,98.0,0.85
20724,2011-10-05,13.0,0.85
20724,2011-10-06,40.0,0.85
20724,2011-10-07,64.0,0.85
20724,2011-10-10,28.0,0.85
20724,2011-10-11,73.0,1.63
20724,2011-10-12,15.0,0.85
20724,2011-10-13,62.0,0.85
20724,2011-10-14,48.0,2.46
20724,2011-10-16,3.0,0.85
20724,2011-10-17,34.0,0.85
20724,2011-10-18,71.0,0.85
20724,2011-10-19,36.0,0.85
20724,2011-10-20,24.0,0.85
20724,2011-10-21,56.0,2.46
20724,2011-10-23,6.0,0.85
20724,2011-10-24,218.0,1.63
20724,2011-10-25,55.0,0.85
20724,2011-10-26,13.0,0.85
20724,2011-10-27,15.0,0.85
20724,2011-10-28,71.0,0.85
20724,2011-10-30,44.0,0.85
20724,2011-10-31,82.0,0.85
20724,2011-11-01,20.0,0.85
20724,2011-11-02,12.0,1.63
20724,2011-11-03,2.0,1.63
20724,2011-11-04,94.0,1.63
20724,2011-11-06,30.0,0.85
20724,2011-11-08,102.0,1.63
20724,2011-11-09,223.0,0.85
20724,2011-11-10,31.0,0.85
20724,2011-11-11,81.0,1.63
20724,2011-11-13,60.0,0.85
20724,2011-11-14,32.0,0.85
20724,2011-11-15,108.0,0.85
20724,2011-11-16,22.0,0.85
20724,2011-11-17,52.0,0.85
20724,2011-11-18,161.0,0.85
20724,2011-11-20,30.0,0.85
20724,2011-11-21,12.0,0.85
20724,2011-11-22,198.0,0.85
20724,2011-11-23,13.0,0.85
20724,2011-11-24,63.0,0.85
20724,2011-11-25,129.0,1.63
20724,2011-11-27,70.0,0.85
20724,2011-11-28,64.0,0.85
20724,2011-11-29,124.0,0.85
20724,2011-11-30,101.0,0.85
20724,2011-12-01,29.0,0.85
20724,2011-12-02,99.0,2.46
20724,2011-12-04,103.0,0.85
20724,2011-12-05,37.0,1.63
20724,2011-12-06,117.0,0.85
20724,2011-12-07,230.0,0.85
20724,2011-12-08,133.0,1.63
20724,2011-12-09,59.0,2.46
20725,2010-12-01,78.0,1.65
20725,2010-12-02,11.0,1.65
20725,2010-12-03,13.0,5.06
20725,2010-12-05,26.0,1.65
20725,2010-12-06,34.0,4.21
20725,2010-12-07,23.0,5.06
20725,2010-12-08,117.0,1.65
20725,2010-12-09,24.0,4.21
20725,2010-12-10,17.0,4.21
20725,2010-12-12,18.0,1.65
20725,2010-12-13,24.0,1.65
20725,2010-12-14,36.0,1.65
20725,2010-12-15,59.0,1.65
20725,2010-12-16,51.0,1.65
20725,2010-12-17,5.0,4.21
20725,2010-12-19,2.0,1.65
20725,2010-12-20,12.0,4.21
20725,2010-12-21,21.0,4.21
20725,2010-12-22,10.0,1.65
20725,2010-12-23,1.0,4.21
20725,2011-01-04,20.0,1.65
20725,2011-01-05,100.0,1.45
20725,2011-01-06,284.0,1.65
20725,2011-01-07,11.0,4.21
20725,2011-01-09,3.0,1.65
20725,2011-01-10,10.0,1.65
20725,2011-01-11,11.0,4.21
20725,2011-01-12,4.0,1.65
20725,2011-01-13,124.0,1.65
20725,2011-01-14,21.0,1.65
20725,2011-01-16,112.0,1.65
20725,2011-01-17,6.0,4.13
20725,2011-01-18,5.0,1.65
20725,2011-01-19,102.0,1.65
20725,2011-01-20,15.0,1.65
20725,2011-01-24,23.0,4.13
20725,2011-01-25,38.0,1.65
20725,2011-01-26,38.0,1.65
20725,2011-01-27,42.0,1.65
20725,2011-01-28,20.0,1.65
20725,2011-01-31,145.0,1.65
20725,2011-02-01,119.0,1.65
20725,2011-02-02,25.0,1.65
20725,2011-02-03,16.0,1.65
20725,2011-02-04,42.0,4.96
20725,2011-02-07,22.0,1.65
20725,2011-02-08,24.0,1.65
20725,2011-02-09,40.0,4.13
20725,2011-02-10,14.0,1.65
20725,2011-02-11,42.0,4.13
20725,2011-02-13,13.0,1.65
20725,2011-02-14,24.0,1.65
20725,2011-02-15,21.0,1.65
20725,2011-02-16,60.0,1.65
20725,2011-02-17,33.0,4.96
20725,2011-02-18,107.0,1.65
20725,2011-02-20,4.0,1.65
20725,2011-02-21,11.0,4.13
20725,2011-02-22,25.0,1.65
20725,2011-02-23,23.0,4.96
20725,2011-02-24,31.0,1.65
20725,2011-02-25,167.0,1.65
20725,2011-02-27,2.0,1.65
20725,2011-02-28,1.0,4.13
20725,2011-03-01,102.0,4.13
20725,2011-03-03,26.0,1.65
20725,2011-03-04,20.0,1.65
20725,2011-03-06,6.0,1.65
20725,2011-03-07,1.0,1.65
20725,2011-03-08,35.0,1.65
20725,2011-03-09,11.0,4.13
20725,2011-03-10,26.0,1.65
20725,2011-03-11,25.0,1.65
20725,2011-03-14,152.0,1.65
20725,2011-03-15,13.0,4.96
20725,2011-03-16,4.0,1.65
20725,2011-03-17,32.0,1.65
20725,2011-03-18,14.0,4.96
20725,2011-03-20,53.0,1.65
20725,2011-03-21,62.0,1.65
20725,2011-03-22,33.0,4.13
20725,2011-03-23,11.0,1.65
20725,2011-03-24,35.0,1.65
20725,2011-03-25,195.0,1.65
20725,2011-03-28,26.0,1.65
20725,2011-03-29,206.0,1.65
20725,2011-03-30,157.0,1.65
20725,2011-03-31,77.0,1.65
20725,2011-04-01,40.0,1.65
20725,2011-04-03,11.0,1.65
20725,2011-04-04,22.0,1.65
20725,2011-04-05,2.0,1.65
20725,2011-04-06,84.0,1.65
20725,2011-04-07,17.0,1.65
20725,2011-04-08,40.0,1.65
20725,2011-04-10,22.0,1.65
20725,2011-04-11,84.0,1.65
20725,2011-04-12,61.0,1.65
20725,2011-04-13,24.0,1.65
20725,2011-04-14,40.0,1.65
20725,2011-04-15,63.0,1.65
20725,2011-04-17,3.0,1.65
20725,2011-04-18,143.0,4.13
20725,2011-04-19,36.0,1.65
20725,2011-04-20,65.0,1.65
20725,2011-04-21,74.0,1.65
20725,2011-04-26,62.0,1.65
20725,2011-04-27,59.0,1.65
20725,2011-04-28,23.0,1.65
20725,2011-05-01,10.0,1.65
20725,2011-05-03,75.0,1.65
20725,2011-05-04,1.0,1.65
20725,2011-05-05,18.0,1.65
20725,2011-05-06,90.0,1.65
20725,2011-05-08,35.0,1.65
20725,2011-05-09,93.0,1.65
20725,2011-05-10,63.0,4.13
20725,2011-05-11,140.0,1.65
20725,2011-05-12,117.0,1.65
20725,2011-05-13,41.0,1.65
20725,2011-05-15,16.0,1.65
20725,2011-05-16,98.0,1.65
20725,2011-05-17,59.0,4.13
20725,2011-05-18,22.0,1.65
20725,2011-05-19,33.0,1.65
20725,2011-05-20,70.0,1.65
20725,2011-05-22,53.0,1.65
20725,2011-05-23,54.0,1.65
20725,2011-05-24,46.0,1.65
20725,2011-05-25,107.0,1.65
20725,2011-05-26,43.0,1.65
20725,2011-05-27,166.0,1.65
20725,2011-05-29,8.0,1.65
20725,2011-05-31,42.0,1.65
20725,2011-06-01,11.0,1.65
20725,2011-06-02,23.0,1.65
20725,2011-06-03,31.0,1.65
20725,2011-06-05,64.0,1.65
20725,2011-06-06,20.0,1.65
20725,2011-06-07,175.0,1.65
20725,2011-06-08,236.0,1.65
20725,2011-06-09,54.0,1.65
20725,2011-06-10,55.0,1.65
20725,2011-06-12,25.0,1.65
20725,2011-06-13,11.0,4.13
20725,2011-06-14,25.0,1.65
20725,2011-06-15,58.0,1.65
20725,2011-06-16,25.0,1.65
20725,2011-06-17,54.0,1.65
20725,2011-06-19,13.0,1.65
20725,2011-06-20,27.0,1.65
20725,2011-06-21,65.0,1.65
20725,2011-06-22,22.0,1.65
20725,2011-06-23,50.0,1.65
20725,2011-06-24,21.0,1.65
20725,2011-06-26,33.0,1.65
20725,2011-06-27,25.0,1.65
20725,2011-06-28,39.0,1.65
20725,2011-06-29,3.0,4.13
20725,2011-06-30,58.0,1.65
20725,2011-07-01,12.0,1.65
20725,2011-07-03,46.0,1.65
20725,2011-07-04,64.0,1.65
20725,2011-07-05,27.0,1.65
20725,2011-07-06,39.0,1.65
20725,2011-07-07,10.0,1.65
20725,2011-07-08,141.0,1.65
20725,2011-07-10,12.0,1.65
20725,2011-07-11,45.0,1.65
20725,2011-07-12,40.0,1.65
20725,2011-07-13,18.0,1.65
20725,2011-07-14,43.0,1.65
20725,2011-07-15,2.0,4.13
20725,2011-07-17,53.0,1.65
20725,2011-07-18,33.0,1.65
20725,2011-07-19,165.0,1.65
20725,2011-07-20,15.0,1.65
20725,2011-07-21,30.0,1.65
20725,2011-07-22,48.0,1.65
20725,2011-07-24,124.0,1.65
20725,2011-07-25,32.0,1.65
20725,2011-07-26,59.0,1.65
20725,2011-07-27,40.0,1.65
20725,2011-07-28,141.0,1.65
20725,2011-07-29,49.0,1.65
20725,2011-07-31,24.0,1.65
20725,2011-08-01,54.0,1.65
20725,2011-08-02,239.0,4.13
20725,2011-08-03,34.0,1.65
20725,2011-08-04,246.0,1.65
20725,2011-08-05,6.0,1.65
20725,2011-08-07,4.0,1.65
20725,2011-08-08,147.0,1.65
20725,2011-08-09,91.0,1.65
20725,2011-08-10,175.0,1.65
20725,2011-08-11,118.0,1.65
20725,2011-08-12,31.0,1.65
20725,2011-08-14,13.0,1.65
20725,2011-08-16,120.0,1.65
20725,2011-08-17,112.0,1.65
20725,2011-08-18,95.0,1.65
20725,2011-08-19,20.0,1.65
20725,2011-08-21,26.0,1.65
20725,2011-08-22,55.0,1.65
20725,2011-08-23,97.0,1.65
20725,2011-08-24,40.0,1.65
20725,2011-08-25,50.0,1.65
20725,2011-08-26,20.0,1.65
20725,2011-08-28,19.0,1.65
20725,2011-08-30,21.0,4.13
20725,2011-08-31,31.0,4.13
20725,2011-09-01,55.0,1.65
20725,2011-09-02,47.0,1.65
20725,2011-09-04,38.0,1.65
20725,2011-09-05,9.0,1.65
20725,2011-09-06,56.0,1.65
20725,2011-09-07,150.0,1.65
20725,2011-09-08,10.0,1.65
20725,2011-09-09,57.0,1.65
20725,2011-09-11,22.0,1.65
20725,2011-09-12,42.0,1.65
20725,2011-09-13,51.0,1.65
20725,2011-09-14,122.0,1.65
20725,2011-09-15,57.0,1.65
20725,2011-09-16,25.0,1.65
20725,2011-09-18,2.0,1.65
20725,2011-09-19,51.0,1.65
20725,2011-09-20,37.0,1.65
20725,2011-09-21,5.0,4.13
20725,2011-09-22,33.0,1.65
20725,2011-09-23,46.0,1.65
20725,2011-09-25,40.0,1.65
20725,2011-09-26,3.0,4.13
20725,2011-09-27,47.0,4.13
20725,2011-09-28,49.0,1.65
20725,2011-09-29,95.0,1.65
20725,2011-09-30,34.0,1.65
20725,2011-10-03,37.0,4.13
20725,2011-10-04,79.0,1.65
20725,2011-10-05,60.0,1.65
20725,2011-10-06,50.0,1.65
20725,2011-10-07,50.0,1.65
20725,2011-10-09,2.0,1.65
20725,2011-10-10,36.0,1.65
20725,2011-10-11,84.0,1.65
20725,2011-10-12,42.0,1.65
20725,2011-10-13,65.0,1.65
20725,2011-10-14,150.0,1.65
20725,2011-10-16,6.0,1.65
20725,2011-10-17,12.0,1.65
20725,2011-10-18,45.0,1.65
20725,2011-10-19,26.0,1.65
20725,2011-10-20,10.0,1.65
20725,2011-10-21,39.0,1.65
20725,2011-10-23,14.0,1.65
20725,2011-10-24,8.0,1.65
20725,2011-10-25,37.0,1.65
20725,2011-10-26,52.0,1.65
20725,2011-10-27,45.0,1.65
20725,2011-10-28,14.0,1.65
20725,2011-10-30,78.0,1.65
20725,2011-10-31,10.0,4.13
20725,2011-11-01,6.0,1.65
20725,2011-11-02,17.0,1.65
20725,2011-11-03,30.0,1.65
20725,2011-11-04,38.0,4.96
20725,2011-11-06,122.0,1.65
20725,2011-11-07,130.0,1.65
20725,2011-11-08,61.0,1.65
20725,2011-11-09,161.0,1.65
20725,2011-11-10,93.0,1.65
20725,2011-11-11,58.0,4.13
20725,2011-11-13,23.0,1.65
20725,2011-11-14,135.0,1.65
20725,2011-11-15,132.0,1.65
20725,2011-11-16,36.0,1.65
20725,2011-11-17,41.0,1.65
20725,2011-11-18,66.0,1.65
20725,2011-11-20,39.0,1.65
20725,2011-11-21,37.0,1.65
20725,2011-11-22,37.0,4.13
20725,2011-11-23,37.0,1.65
20725,2011-11-24,44.0,1.65
20725,2011-11-25,83.0,1.65
20725,2011-11-27,18.0,1.65
20725,2011-11-28,58.0,1.65
20725,2011-11-29,49.0,1.65
20725,2011-11-30,81.0,1.65
20725,2011-12-01,51.0,1.65
20725,2011-12-02,72.0,1.65
20725,2011-12-04,10.0,1.65
20725,2011-12-05,50.0,4.13
20725,2011-12-06,55.0,1.65
20725,2011-12-07,35.0,1.65
20725,2011-12-08,52.0,1.65
20725,2011-12-09,42.0,1.65
20726,2010-12-01,2.0,1.65
20726,2010-12-02,13.0,1.65
20726,2010-12-03,10.0,4.21
20726,2010-12-05,33.0,1.65
20726,2010-12-06,20.0,1.65
20726,2010-12-07,18.0,4.21
20726,2010-12-08,16.0,1.65
20726,2010-12-09,11.0,4.21
20726,2010-12-10,18.0,5.06
20726,2010-12-12,1.0,1.65
20726,2010-12-13,20.0,1.65
20726,2010-12-14,48.0,1.65
20726,2010-12-15,23.0,1.65
20726,2010-12-16,43.0,1.65
20726,2010-12-17,3.0,4.21
20726,2010-12-21,21.0,5.06
20726,2010-12-23,1.0,5.06
20726,2011-01-04,21.0,1.65
20726,2011-01-06,131.0,1.65
20726,2011-01-07,10.0,1.65
20726,2011-01-10,10.0,1.65
20726,2011-01-11,28.0,4.96
20726,2011-01-13,24.0,1.65
20726,2011-01-14,15.0,4.96
20726,2011-01-16,12.0,1.65
20726,2011-01-18,12.0,4.96
20726,2011-01-20,15.0,1.65
20726,2011-01-21,11.0,4.96
20726,2011-01-24,23.0,1.65
20726,2011-01-25,74.0,1.65
20726,2011-01-26,10.0,1.65
20726,2011-01-27,10.0,1.65
20726,2011-01-28,20.0,1.65
20726,2011-01-31,21.0,1.65
20726,2011-02-02,10.0,1.65
20726,2011-02-03,22.0,1.65
20726,2011-02-07,1.0,1.65
20726,2011-02-08,17.0,1.65
20726,2011-02-09,3.0,4.13
20726,2011-02-10,2.0,1.65
20726,2011-02-11,12.0,1.65
20726,2011-02-14,3.0,1.65
20726,2011-02-15,10.0,1.65
20726,2011-02-16,10.0,1.65
20726,2011-02-17,11.0,4.13
20726,2011-02-18,24.0,1.65
20726,2011-02-20,31.0,1.65
20726,2011-02-22,20.0,1.65
20726,2011-02-23,7.0,1.65
20726,2011-02-24,20.0,1.65
20726,2011-02-25,10.0,1.65
20726,2011-02-28,2.0,4.13
20726,2011-03-01,10.0,1.65
20726,2011-03-03,15.0,1.65
20726,2011-03-06,4.0,1.65
20726,2011-03-07,2.0,1.65
20726,2011-03-08,25.0,1.65
20726,2011-03-09,15.0,1.65
20726,2011-03-10,15.0,1.65
20726,2011-03-11,17.0,1.65
20726,2011-03-13,1.0,1.65
20726,2011-03-14,130.0,1.65
20726,2011-03-15,10.0,1.65
20726,2011-03-17,36.0,1.65
20726,2011-03-18,10.0,1.65
20726,2011-03-20,14.0,4.13
20726,2011-03-21,42.0,1.65
20726,2011-03-22,8.0,4.96
20726,2011-03-23,28.0,1.65
20726,2011-03-24,11.0,1.65
20726,2011-03-25,42.0,4.13
20726,2011-03-28,14.0,1.65
20726,2011-03-29,107.0,4.96
20726,2011-03-30,231.0,1.65
20726,2011-03-31,46.0,1.65
20726,2011-04-01,20.0,1.65
20726,2011-04-04,13.0,1.65
20726,2011-04-05,15.0,1.65
20726,2011-04-06,34.0,1.65
20726,2011-04-07,4.0,1.65
20726,2011-04-08,21.0,1.65
20726,2011-04-10,10.0,1.65
20726,2011-04-11,12.0,4.96
20726,2011-04-12,20.0,1.65
20726,2011-04-13,10.0,1.65
20726,2011-04-14,22.0,1.65
20726,2011-04-15,20.0,4.96
20726,2011-04-17,4.0,1.65
20726,2011-04-18,13.0,1.65
20726,2011-04-19,18.0,4.13
20726,2011-04-20,8.0,4.96
20726,2011-04-21,15.0,1.65
20726,2011-04-26,62.0,1.65
20726,2011-04-27,16.0,1.65
20726,2011-04-28,23.0,1.65
20726,2011-05-01,3.0,1.65
20726,2011-05-03,35.0,1.65
20726,2011-05-04,1.0,1.65
20726,2011-05-05,28.0,1.65
20726,2011-05-06,24.0,1.65
20726,2011-05-08,25.0,1.65
20726,2011-05-09,73.0,1.65
20726,2011-05-10,20.0,4.96
20726,2011-05-11,133.0,1.65
20726,2011-05-12,110.0,1.65
20726,2011-05-13,61.0,1.65
20726,2011-05-15,2.0,1.65
20726,2011-05-16,29.0,1.65
20726,2011-05-17,10.0,1.65
20726,2011-05-18,10.0,1.65
20726,2011-05-19,10.0,1.65
20726,2011-05-20,20.0,1.65
20726,2011-05-22,10.0,1.65
20726,2011-05-23,13.0,1.65
20726,2011-05-24,25.0,1.65
20726,2011-05-25,22.0,1.65
20726,2011-05-26,12.0,1.65
20726,2011-05-27,35.0,1.65
20726,2011-05-29,15.0,1.65
20726,2011-05-31,18.0,1.65
20726,2011-06-01,6.0,1.65
20726,2011-06-02,4.0,1.65
20726,2011-06-03,14.0,1.65
20726,2011-06-05,18.0,1.65
20726,2011-06-06,30.0,1.65
20726,2011-06-07,120.0,1.65
20726,2011-06-08,61.0,1.65
20726,2011-06-09,32.0,1.65
20726,2011-06-10,30.0,1.65
20726,2011-06-12,2.0,1.65
20726,2011-06-14,20.0,4.13
20726,2011-06-15,4.0,1.65
20726,2011-06-16,2.0,1.65
20726,2011-06-17,3.0,4.96
20726,2011-06-21,65.0,1.65
20726,2011-06-22,26.0,1.65
20726,2011-06-23,39.0,1.65
20726,2011-06-24,10.0,1.65
20726,2011-06-26,3.0,1.65
20726,2011-06-27,3.0,1.65
20726,2011-06-28,13.0,4.96
20726,2011-06-29,12.0,1.65
20726,2011-06-30,27.0,1.65
20726,2011-07-01,10.0,1.65
20726,2011-07-03,4.0,1.65
20726,2011-07-04,18.0,1.65
20726,2011-07-05,23.0,4.13
20726,2011-07-06,32.0,1.65
20726,2011-07-07,30.0,1.65
20726,2011-07-08,14.0,4.96
20726,2011-07-10,3.0,1.65
20726,2011-07-11,18.0,1.65
20726,2011-07-12,28.0,1.65
20726,2011-07-13,25.0,1.65
20726,2011-07-14,53.0,1.65
20726,2011-07-15,101.0,4.13
20726,2011-07-17,5.0,1.65
20726,2011-07-18,18.0,1.65
20726,2011-07-19,99.0,1.65
20726,2011-07-20,26.0,1.65
20726,2011-07-21,30.0,1.65
20726,2011-07-22,31.0,1.65
20726,2011-07-24,5.0,1.65
20726,2011-07-25,35.0,1.65
20726,2011-07-26,28.0,1.65
20726,2011-07-27,151.0,1.65
20726,2011-07-28,40.0,1.65
20726,2011-07-29,62.0,1.65
20726,2011-07-31,44.0,1.65
20726,2011-08-01,20.0,1.65
20726,2011-08-02,44.0,1.65
20726,2011-08-03,33.0,1.65
20726,2011-08-04,6.0,4.13
20726,2011-08-05,2.0,4.13
20726,2011-08-07,5.0,1.65
20726,2011-08-08,33.0,1.65
20726,2011-08-09,40.0,1.65
20726,2011-08-10,27.0,1.65
20726,2011-08-11,40.0,1.65
20726,2011-08-12,36.0,1.65
20726,2011-08-14,10.0,1.65
20726,2011-08-15,5.0,1.65
20726,2011-08-16,93.0,1.65
20726,2011-08-17,8.0,1.65
20726,2011-08-18,30.0,1.65
20726,2011-08-21,23.0,1.65
20726,2011-08-22,26.0,1.65
20726,2011-08-23,47.0,1.65
20726,2011-08-24,40.0,1.65
20726,2011-08-25,54.0,1.65
20726,2011-08-26,15.0,4.96
20726,2011-08-28,11.0,1.65
20726,2011-08-30,38.0,4.13
20726,2011-08-31,100.0,1.45
20726,2011-09-01,16.0,1.65
20726,2011-09-02,29.0,4.13
20726,2011-09-04,6.0,1.65
20726,2011-09-05,19.0,1.65
